연령,2018년,2019년,2020년,2021년,2022년,2023년
0 ~ 10,3.391165281446122,3.355186415051395,2.252297747702252,1.450531668978271,2.18180177509072,2.8351163937561012
11 ~ 20,9.607938161816376,9.626600877103849,11.47935994921148,36.80651872399445,9.803605612741464,9.701492537313433
21 ~ 30,27.45450580338753,27.889504424131328,44.91032651824491,34.1366158113731,34.44024054606277,30.660420084338924
31 ~ 40,25.146720298529164,25.960323040843452,23.232862481423233,13.309061488673137,29.76983119235306,27.98029407916587
41 ~ 50,15.706947103152489,15.361307445628098,9.506976207309508,6.917475728155339,12.669919495704073,14.657159247592114
51 ~ 60,12.542101819767865,11.799444798953003,6.084522486906085,5.45538603791031,7.592799087317189,9.061402361087348
61 ~ 70,5.241706850178099,5.134593577388767,2.247969180602248,1.8550624133148403,3.1099537857644686,4.425277523374362
71 ~,0.9089146817223581,0.8730394209001084,0.28568542860028573,0.06934812760055478,0.4318485049662578,0.6788377733718461
소 계,100.0,100.0,100.0,100.0,100.0,100.0
